chat_session_id,owner_id,title,group_id,lecture_id,is_private_chat,created_by_user_id,modified_by_user_id,created_date,modified_date,status_id
229,10143,1128. Visvesvaraya National Institute Of Technology Nagpur (Maharashtra)_... Group chat,NULL,NULL,N,10143,10143,2017-09-11 23:24:01,2017-09-11 23:25:25,4
230,10143,Shubhangi Girgaonkar_ Private chat,NULL,NULL,Y,10143,10143,2017-09-11 23:25:43,2017-09-11 23:25:43,1
231,10014,Testing Class Session chat,NULL,1204,Y,10014,10014,2017-09-15 14:55:50,2017-09-15 14:55:50,1
232,10014,Testing Class Session chat,NULL,1204,Y,10014,10014,2017-09-15 14:56:17,2017-09-15 14:56:17,1
233,10014,Testing Class Session chat,NULL,1204,Y,10014,10014,2017-09-15 16:17:06,2017-09-15 16:17:06,1
234,10034,FDP201x Interactive Session Session chat,NULL,1207,Y,10034,10034,2017-09-16 10:03:01,2017-09-16 10:03:01,1
235,10021,FDP201x Interactive Session Session chat,NULL,1207,Y,10021,10021,2017-09-16 11:08:50,2017-09-16 11:08:50,1
236,10021,FDP201x Interactive Session Session chat,NULL,1207,Y,10021,10021,2017-09-16 15:02:35,2017-09-16 15:02:35,1
237,10192,FDP201x Interactive Session Session chat,NULL,1208,Y,10192,10192,2017-09-17 10:17:49,2017-09-17 10:17:49,1
238,10089,Testing Class Session chat,NULL,1215,Y,10089,10089,2017-09-23 15:24:09,2017-09-23 15:24:09,1
239,11440,M M Class 006 Session chat,NULL,1231,Y,11440,11440,2017-09-26 9:36:05,2017-09-26 9:36:05,1
240,11395,M M Class 005 Session chat,NULL,1228,Y,11395,11395,2017-09-26 12:01:56,2017-09-26 12:01:56,1
241,10014,Testing Class Session chat,NULL,1607,Y,10014,10014,2017-09-27 11:28:38,2017-09-27 11:28:38,1
242,11385,M M Class 067 Session chat,NULL,1423,Y,11385,11385,2017-09-27 12:28:08,2017-09-27 12:28:08,1
243,11402,M M Class 064 Session chat,NULL,1414,Y,11402,11402,2017-09-27 12:32:51,2017-09-27 12:32:51,1
244,11386,M M Class 063 Session chat,NULL,1411,Y,11386,11386,2017-09-27 12:47:22,2017-09-27 12:47:22,1
245,11386,M M Class 063 Session chat,NULL,1411,Y,11386,11386,2017-09-27 12:54:22,2017-09-27 12:54:22,1
246,11402,M M Class 064 Session chat,NULL,1414,Y,11402,11402,2017-09-27 13:00:30,2017-09-27 13:00:30,1
247,11402,M M Class 064 Session chat,NULL,1414,Y,11402,11402,2017-09-27 13:03:27,2017-09-27 13:03:27,1
248,11402,M M Class 064 Session chat,NULL,1414,Y,11402,11402,2017-09-27 13:56:55,2017-09-27 13:56:55,1
249,11421,M M Class 071 Session chat,NULL,1436,Y,11421,11421,2017-09-27 15:32:14,2017-09-27 15:32:14,1
250,11421,M M Class 071 Session chat,NULL,1436,Y,11421,11421,2017-09-27 15:33:03,2017-09-27 15:33:03,1
251,11421,M M Class 071 Session chat,NULL,1436,Y,11421,11421,2017-09-27 17:12:32,2017-09-27 17:12:32,1
252,15903,M M Class 098 Session chat,NULL,1517,Y,15903,15903,2017-09-28 9:59:25,2017-09-28 9:59:25,1
253,11617,M M Class 101 Session chat,NULL,1526,Y,11617,11617,2017-09-28 11:55:28,2017-09-28 11:55:28,1
254,11617,M M Class 101 Session chat,NULL,1526,Y,11617,11617,2017-09-28 13:03:19,2017-09-28 13:03:19,1
255,11404,M M Class 118 Session chat,NULL,1577,Y,11404,11404,2017-09-28 15:47:48,2017-09-28 15:47:48,1
256,11706,M M Class 139 Session chat,NULL,1645,Y,11706,11706,2017-09-29 9:42:50,2017-09-29 9:42:50,1
257,12414,M M Class 153 Session chat,NULL,1687,Y,12414,12414,2017-09-29 12:28:53,2017-09-29 12:28:53,1
258,11387,M M Class 142 Session chat,NULL,1654,Y,11387,11387,2017-09-29 14:12:09,2017-09-29 14:12:09,1
259,11402,M M Class 064 Session chat,NULL,1415,Y,11402,11402,2017-10-04 13:22:09,2017-10-04 13:22:09,1
260,11402,M M Class 064 Session chat,NULL,1415,Y,11402,11402,2017-10-04 14:51:32,2017-10-04 14:51:32,1
261,14972,M M Class 078 Session chat,NULL,1458,Y,14972,14972,2017-10-04 15:03:19,2017-10-04 15:03:19,1
262,11394,M M Class 075 Session chat,NULL,1449,Y,11394,11394,2017-10-04 15:09:32,2017-10-04 15:09:32,1
263,14956,M M Class 077 Session chat,NULL,1455,Y,14956,14956,2017-10-04 15:36:41,2017-10-04 15:36:41,1
264,11614,M M Class 096 Session chat,NULL,1512,Y,11614,11614,2017-10-05 10:23:01,2017-10-05 10:23:01,1
265,11614,M M Class 096 Session chat,NULL,1512,Y,11614,11614,2017-10-05 11:32:16,2017-10-05 11:32:16,1
266,11644,M M Class 121 Session chat,NULL,1587,Y,11644,11644,2017-10-05 15:55:31,2017-10-05 15:55:31,1
267,11644,M M Class 121 Session chat,NULL,1587,Y,11644,11644,2017-10-05 15:56:45,2017-10-05 15:56:45,1
268,11644,M M Class 121 Session chat,NULL,1587,Y,11644,11644,2017-10-05 16:15:43,2017-10-05 16:15:43,1
269,11644,M M Class 121 Session chat,NULL,1587,Y,11644,11644,2017-10-05 17:12:19,2017-10-05 17:12:19,1
270,11644,M M Class 121 Session chat,NULL,1587,Y,11644,11644,2017-10-05 17:23:27,2017-10-05 17:23:27,1
271,11644,M M Class 121 Session chat,NULL,1587,Y,11644,11644,2017-10-05 17:28:32,2017-10-05 17:28:32,1
272,11644,M M Class 121 Session chat,NULL,1587,Y,11644,11644,2017-10-05 17:47:50,2017-10-05 17:47:50,1
273,11644,M M Class 121 Session chat,NULL,1587,Y,11644,11644,2017-10-05 17:48:25,2017-10-05 17:48:25,1
274,12513,M M Class 162 Session chat,NULL,1715,Y,12513,12513,2017-10-06 17:13:13,2017-10-06 17:13:13,1
275,12513,M M Class 162 Session chat,NULL,1715,Y,12513,12513,2017-10-06 17:48:21,2017-10-06 17:48:21,1
276,10041,FDP201x Interactive Session Session chat,NULL,1746,Y,10041,10041,2017-10-07 14:43:03,2017-10-07 14:43:03,1
277,10021,FDP201x Interactive Session Session chat,NULL,1746,Y,10021,10021,2017-10-07 15:49:26,2017-10-07 15:49:26,1
278,10021,FDP201x Interactive Session Session chat,NULL,1746,Y,10021,10021,2017-10-07 16:54:26,2017-10-07 16:54:26,1
279,10021,FDP201x Interactive Session Session chat,NULL,1747,Y,10021,10021,2017-10-08 10:02:10,2017-10-08 10:02:10,1
280,10021,FDP201x Interactive Session Session chat,NULL,1747,Y,10021,10021,2017-10-08 10:42:05,2017-10-08 10:42:05,1
281,10021,FDP201x Interactive Session Session chat,NULL,1747,Y,10021,10021,2017-10-08 12:42:21,2017-10-08 12:42:21,1
282,10041,FDP201x Interactive Session Session chat,NULL,1747,Y,10041,10041,2017-10-08 14:36:59,2017-10-08 14:36:59,1
283,10031,FDP201x Interactive Session Session chat,NULL,1747,Y,10031,10031,2017-10-08 15:51:55,2017-10-08 15:51:55,1
284,11395,M M Class 005 Session chat,NULL,1230,Y,11395,11395,2017-10-10 11:04:14,2017-10-10 11:04:14,1
285,19164,M M Class 053 Session chat,NULL,1383,Y,19164,19164,2017-10-11 11:27:54,2017-10-11 11:27:54,1
286,11386,M M Class 063 Session chat,NULL,1413,Y,11386,11386,2017-10-11 12:59:53,2017-10-11 12:59:53,1
287,11402,M M Class 064 Session chat,NULL,1416,Y,11402,11402,2017-10-11 14:16:13,2017-10-11 14:16:13,1
288,14709,M M Class 072 Session chat,NULL,1441,Y,14709,14709,2017-10-11 15:05:26,2017-10-11 15:05:26,1
289,11394,M M Class 075 Session chat,NULL,1450,Y,11394,11394,2017-10-11 16:14:29,2017-10-11 16:14:29,1
290,10014,Scilab Talk Session chat,NULL,1752,Y,10014,10014,2017-10-12 14:45:02,2017-10-12 14:45:02,1
291,11374,M M Class 133 Session chat,NULL,1629,Y,11374,11374,2017-10-13 10:35:15,2017-10-13 10:35:15,1
292,10227,Testing Class Session chat,NULL,1753,Y,10227,10227,2017-10-13 12:44:48,2017-10-13 12:44:48,1
293,12559,M M Class 164 Session chat,NULL,1722,Y,12559,12559,2017-10-13 15:40:00,2017-10-13 15:40:00,1
294,10014,College to Corporate Session chat,NULL,1754,Y,10014,10014,2017-10-14 10:26:02,2017-10-14 10:26:02,1
295,10052,College to Corporate Session chat,NULL,1754,Y,10052,10052,2017-10-14 16:57:18,2017-10-14 16:57:18,1
296,10041,College to Corporate Session chat,NULL,1770,Y,10041,10041,2017-10-28 9:07:08,2017-10-28 9:07:08,1
297,19168,Class 1 Session chat,NULL,1773,Y,19168,19168,2017-11-10 16:06:38,2017-11-10 16:06:38,1
